year,sex,age,correction,type
2001,F,5,-0.5786236843483541,incidence
2002,F,5,-0.5788269662745498,incidence
2003,F,5,-0.5790707228761536,incidence
2004,F,5,-0.5793539311022559,incidence
2005,F,5,-0.5796752285745043,incidence
2006,F,5,-0.5705269271113691,incidence
2007,F,5,-0.5615671793757069,incidence
2008,F,5,-0.552808098043102,incidence
2009,F,5,-0.5442597047294255,incidence
2010,F,5,-0.535930113857095,incidence
2011,F,5,-0.5270341202440798,incidence
2012,F,5,-0.5150710487729491,incidence
2013,F,5,-0.5036104627339694,incidence
2014,F,5,-0.49266303785905047,incidence
2015,F,5,-0.4822335761491429,incidence
2016,F,5,-0.47232174340886635,incidence
2017,F,5,-0.4629228068788334,incidence
2018,F,5,-0.454028233490423,incidence
2019,F,5,-0.44562644981271893,incidence
2020,F,5,-0.4377033671621893,incidence
2021,F,5,-0.43024298959867024,incidence
2022,F,5,-0.4232279044475826,incidence
2023,F,5,-0.4166397090194262,incidence
2024,F,5,-0.4104593807730678,incidence
2025,F,5,-0.4046676246863522,incidence
2026,F,5,-0.3991757645878187,incidence
2000,M,5,0,incidence
2001,M,5,-0.6102596831088108,incidence
2002,M,5,-0.6104868970862729,incidence
2003,M,5,-0.6107934207248165,incidence
2004,M,5,-0.6111774823551972,incidence
2005,M,5,-0.6116365467910122,incidence
2006,M,5,-0.6020339607079823,incidence
2007,M,5,-0.5925921816073199,incidence
2008,M,5,-0.5833295520319548,incidence
2009,M,5,-0.5742615363960174,incidence
2010,M,5,-0.5654007299737339,incidence
2011,M,5,-0.5558811759031395,incidence
2012,M,5,-0.5428997094529677,incidence
2013,M,5,-0.5303906222139073,incidence
2014,M,5,-0.5183776597334293,incidence
2015,M,5,-0.5068765097534496,incidence
2016,M,5,-0.4958957697332653,incidence
2017,M,5,-0.4854377487793824,incidence
2018,M,5,-0.4754994215862118,incidence
2019,M,5,-0.4660732905270329,incidence
2020,M,5,-0.4571482815957384,incidence
2021,M,5,-0.4487104938304365,incidence
2022,M,5,-0.4407438894048478,incidence
2023,M,5,-0.4332309079511713,incidence
2024,M,5,-0.4261530105664491,incidence
2025,M,5,-0.4194911027591425,incidence
2026,M,5,-0.4131366111804739,incidence
2000,F,6,0,incidence
2001,F,6,-0.39372365517352104,incidence
2002,F,6,-0.39365500765819844,incidence
2003,F,6,-0.39365256622925365,incidence
2004,F,6,-0.39371719439643976,incidence
2005,F,6,-0.3938489942612811,incidence
2006,F,6,-0.39404734527823443,incidence
2007,F,6,-0.3905718970687603,incidence
2008,F,6,-0.38728488186053894,incidence
2009,F,6,-0.38418325757439814,incidence
2010,F,6,-0.3812627707533497,incidence
2011,F,6,-0.37851807697283296,incidence
2012,F,6,-0.3756591233840449,incidence
2013,F,6,-0.37181200406487724,incidence
2014,F,6,-0.3682617458048246,incidence
2015,F,6,-0.3649935573178109,incidence
2016,F,6,-0.3619917470834994,incidence
2017,F,6,-0.3592400114678267,incidence
2018,F,6,-0.35672177500911345,incidence
2019,F,6,-0.35442045971376607,incidence
2020,F,6,-0.35231968914460426,incidence
2021,F,6,-0.3504035385222483,incidence
2022,F,6,-0.34865661679856275,incidence
2023,F,6,-0.34706422845481566,incidence
2024,F,6,-0.34561247100768444,incidence
2025,F,6,-0.34428829935536015,incidence
2026,F,6,-0.34303395771879835,incidence
2000,M,6,0,incidence
2001,M,6,-0.3981857901398628,incidence
2002,M,6,-0.3980326624674537,incidence
2003,M,6,-0.3980078877439432,incidence
2004,M,6,-0.39811272825335203,incidence
2005,M,6,-0.39834682830968704,incidence
2006,M,6,-0.3987082917394908,incidence
2007,M,6,-0.3948841903901001,incidence
2008,M,6,-0.39130235811425734,incidence
2009,M,6,-0.38795937536687514,incidence
2010,M,6,-0.3848495381250563,incidence
2011,M,6,-0.38196497696236437,incidence
2012,M,6,-0.3789608405131619,incidence
2013,M,6,-0.3747931783390734,incidence
2014,M,6,-0.37097339497582865,incidence
2015,M,6,-0.3674835721447007,incidence
2016,M,6,-0.36430385260464526,incidence
2017,M,6,-0.3614130776323942,incidence
2018,M,6,-0.3587893938671078,incidence
2019,M,6,-0.3564107340311239,incidence
2020,M,6,-0.3542552740681074,incidence
2021,M,6,-0.35230178076662094,incidence
2022,M,6,-0.3505299198319733,incidence
2023,M,6,-0.3489204544239707,incidence
2024,M,6,-0.34745543606878376,incidence
2025,M,6,-0.3461183323362542,incidence
2026,M,6,-0.3448408346215243,incidence
2000,F,7,0,incidence
2001,F,7,-0.23375710906457517,incidence
2002,F,7,-0.23351515399896466,incidence
2003,F,7,-0.23333705124630208,incidence
2004,F,7,-0.23322579589637815,incidence
2005,F,7,-0.23318352937599182,incidence
2006,F,7,-0.23321154021252857,incidence
2007,F,7,-0.23331018621339,incidence
2008,F,7,-0.2356663416695918,incidence
2009,F,7,-0.2381272584697771,incidence
2010,F,7,-0.24067788032642973,incidence
2011,F,7,-0.2433034323202053,incidence
2012,F,7,-0.2459896061180353,incidence
2013,F,7,-0.24893145719927448,incidence
2014,F,7,-0.25280261614480815,incidence
2015,F,7,-0.2566573645091822,incidence
2016,F,7,-0.26047049151347135,incidence
2017,F,7,-0.26422060343041204,incidence
2018,F,7,-0.2678897124907139,incidence
2019,F,7,-0.27146283414550054,incidence
2020,F,7,-0.2749277209262311,incidence
2021,F,7,-0.2782744894945762,incidence
2022,F,7,-0.28149535013451493,incidence
2023,F,7,-0.284584383044176,incidence
2024,F,7,-0.28753731777290004,incidence
2025,F,7,-0.29035138055749443,incidence
2026,F,7,-0.29298843370807465,incidence
2000,M,7,0,incidence
2001,M,7,-0.21322208662859604,incidence
2002,M,7,-0.21278381003708485,incidence
2003,M,7,-0.21247177757673688,incidence
2004,M,7,-0.21229112894958752,incidence
2005,M,7,-0.2122451716738615,incidence
2006,M,7,-0.21233531155006852,incidence
2007,M,7,-0.21256106237248557,incidence
2008,M,7,-0.21481203460303222,incidence
2009,M,7,-0.2172871085529682,incidence
2010,M,7,-0.21996312503922072,incidence
2011,M,7,-0.22281639270322576,incidence
2012,M,7,-0.22582296403796892,incidence
2013,M,7,-0.22916714084762188,incidence
2014,M,7,-0.23353813632767914,incidence
2015,M,7,-0.23799564213994262,incidence
2016,M,7,-0.24249549786787503,incidence
2017,M,7,-0.24699841467450334,incidence
2018,M,7,-0.2514696701814553,incidence
2019,M,7,-0.25587894632275654,incidence
2020,M,7,-0.26020007978841153,incidence
2021,M,7,-0.2644107156447174,incidence
2022,M,7,-0.26849209829316295,incidence
2023,M,7,-0.2724288070668972,incidence
2024,M,7,-0.27620846913785857,incidence
2025,M,7,-0.27982157285802495,incidence
2026,M,7,-0.28322164703882885,incidence
2000,F,8,0,incidence
2001,F,8,-0.30778337553905205,incidence
2002,F,8,-0.30727787473721646,incidence
2003,F,8,-0.30685302138553616,incidence
2004,F,8,-0.3065153620425037,incidence
2005,F,8,-0.3062702945617933,incidence
2006,F,8,-0.3061219373419582,incidence
2007,F,8,-0.3060730476361941,incidence
2008,F,8,-0.3061249225445853,incidence
2009,F,8,-0.3062779543103228,incidence
2010,F,8,-0.30652987137119003,incidence
2011,F,8,-0.3068777564421446,incidence
2012,F,8,-0.30731724169146246,incidence
2013,F,8,-0.3078428106530579,incidence
2014,F,8,-0.3084476796032609,incidence
2015,F,8,-0.30912408424525795,incidence
2016,F,8,-0.30986361005437707,incidence
2017,F,8,-0.31065721446093003,incidence
2018,F,8,-0.31149537607505345,incidence
2019,F,8,-0.31236830979101543,incidence
2020,F,8,-0.31326621361165463,incidence
2021,F,8,-0.3141793667632924,incidence
2022,F,8,-0.3150983876660814,incidence
2023,F,8,-0.3160143924669907,incidence
2024,F,8,-0.31691908718404216,incidence
2025,F,8,-0.3178049134453718,incidence
2026,F,8,-0.31863564587006954,incidence
2000,M,8,0,incidence
2001,M,8,-0.29530626066346816,incidence
2002,M,8,-0.29443167777618107,incidence
2003,M,8,-0.29371263224912303,incidence
2004,M,8,-0.29316090759604685,incidence
2005,M,8,-0.2927857815143446,incidence
2006,M,8,-0.2925938055506143,incidence
2007,M,8,-0.2925886456775786,incidence
2008,M,8,-0.2927710364839805,incidence
2009,M,8,-0.29314133335362874,incidence
2010,M,8,-0.293691192714649,incidence
2011,M,8,-0.29441262160914317,incidence
2012,M,8,-0.2952949906595332,incidence
2013,M,8,-0.29632535622773876,incidence
2014,M,8,-0.2974887341415704,incidence
2015,M,8,-0.29876825182890787,incidence
2016,M,8,-0.3001457299393755,incidence
2017,M,8,-0.3016022380724723,incidence
2018,M,8,-0.3031183767878722,incidence
2019,M,8,-0.3046747955043272,incidence
2020,M,8,-0.3062523793406087,incidence
2021,M,8,-0.3078328097082717,incidence
2022,M,8,-0.30939889217914457,incidence
2023,M,8,-0.31093487507297457,incidence
2024,M,8,-0.312426651494816,incidence
2025,M,8,-0.3138620473734929,incidence
2026,M,8,-0.3152014892473818,incidence
2000,F,9,0,incidence
2001,F,9,-0.3071788043037163,incidence
2002,F,9,-0.3064644205157806,incidence
2003,F,9,-0.305833962606831,incidence
2004,F,9,-0.3052972853583939,incidence
2005,F,9,-0.30486290876258076,incidence
2006,F,9,-0.3045380452414421,incidence
2007,F,9,-0.3043282331820289,incidence
2008,F,9,-0.3042372434650018,incidence
2009,F,9,-0.30426706801832276,incidence
2010,F,9,-0.304417804052953,incidence
2011,F,9,-0.3046876613325535,incidence
2012,F,9,-0.3050730458641647,incidence
2013,F,9,-0.3055685668909848,incidence
2014,F,9,-0.30616724532624445,incidence
2015,F,9,-0.3068606328248577,incidence
2016,F,9,-0.3076390328046281,incidence
2017,F,9,-0.3084917253105408,incidence
2018,F,9,-0.3094071972593544,incidence
2019,F,9,-0.31037342856096767,incidence
2020,F,9,-0.3113781341580543,incidence
2021,F,9,-0.3124090594118789,incidence
2022,F,9,-0.3134542013608072,incidence
2023,F,9,-0.3145020643791966,incidence
2024,F,9,-0.3155418537759466,incidence
2025,F,9,-0.31656367138385355,incidence
2026,F,9,-0.3175335375550715,incidence
2000,M,9,0,incidence
2001,M,9,-0.29528962428757616,incidence
2002,M,9,-0.2940488874306432,incidence
2003,M,9,-0.2929660748071812,incidence
2004,M,9,-0.29205963812863045,incidence
2005,M,9,-0.29134532123629553,incidence
2006,M,9,-0.29083580448572954,incidence
2007,M,9,-0.29054030029938294,incidence
2008,M,9,-0.29046443013568835,incidence
2009,M,9,-0.29061002722177176,incidence
2010,M,9,-0.2909751185656316,incidence
2011,M,9,-0.29155396847622933,incidence
2012,M,9,-0.2923371947867007,incidence
2013,M,9,-0.2933120569699437,incidence
2014,M,9,-0.29446266784643993,incidence
2015,M,9,-0.29577049101165837,incidence
2016,M,9,-0.29721472958135076,incidence
2017,M,9,-0.29877289385658,incidence
2018,M,9,-0.30042136650543283,incidence
2019,M,9,-0.30213595530790754,incidence
2020,M,9,-0.30389252540691025,incidence
2021,M,9,-0.305667571462812,incidence
2022,M,9,-0.30743874778255015,incidence
2023,M,9,-0.30918534231277717,incidence
2024,M,9,-0.31088867904432893,incidence
2025,M,9,-0.31253242133987913,incidence
2026,M,9,-0.3140796068989893,incidence
2000,F,10,0,incidence
2001,F,10,-0.30683722335647207,incidence
2002,F,10,-0.3059434633773469,incidence
2003,F,10,-0.3051318387177066,incidence
2004,F,10,-0.3044150615740379,incidence
2005,F,10,-0.30380464363830434,incidence
2006,F,10,-0.3033106651642416,incidence
2007,F,10,-0.3029414623241445,incidence
2008,F,10,-0.3027034702336783,incidence
2009,F,10,-0.3026010332861538,incidence
2010,F,10,-0.3026363582357442,incidence
2011,F,10,-0.3028093226041727,incidence
2012,F,10,-0.30311765419854036,incidence
2013,F,10,-0.30355684788976184,incidence
2014,F,10,-0.3041203571071993,incidence
2015,F,10,-0.3047997194560038,incidence
2016,F,10,-0.30558477429242853,incidence
2017,F,10,-0.3064639210122224,incidence
2018,F,10,-0.3074243894754919,incidence
2019,F,10,-0.30845255713144504,incidence
2020,F,10,-0.3095342600984278,incidence
2021,F,10,-0.310655140708232,incidence
2022,F,10,-0.31180093923260294,incidence
2023,F,10,-0.31295782647546333,incidence
2024,F,10,-0.3141126670730963,incidence
2025,F,10,-0.31525326126978415,incidence
2026,F,10,-0.31634661266379765,incidence
2000,M,10,0,incidence
2001,M,10,-0.29602558408258733,incidence
2002,M,10,-0.2944719404464351,incidence
2003,M,10,-0.29306502980208793,incidence
2004,M,10,-0.2918294600505603,incidence
2005,M,10,-0.29078727501205487,incidence
2006,M,10,-0.2899574062691227,incidence
2007,M,10,-0.28935520043642593,incidence
2008,M,10,-0.28899197724936304,incidence
2009,M,10,-0.2888747930221821,incidence
2010,M,10,-0.2890062214854504,incidence
2011,M,10,-0.28938433548403003,incidence
2012,M,10,-0.2900026998713934,incidence
2013,M,10,-0.2908505726071766,incidence
2014,M,10,-0.2919131850358626,incidence
2015,M,10,-0.2931720598294048,incidence
2016,M,10,-0.29460555197984317,incidence
2017,M,10,-0.2961893906195328,incidence
2018,M,10,-0.297897327989189,incidence
2019,M,10,-0.299701833391162,incidence
2020,M,10,-0.3015748397761128,incidence
2021,M,10,-0.30348845806452107,incidence
2022,M,10,-0.3054156990248781,incidence
2023,M,10,-0.30733114089991614,incidence
2024,M,10,-0.309211428717578,incidence
2025,M,10,-0.31103580668288344,incidence
2026,M,10,-0.31276760830162476,incidence
2000,F,11,0,incidence
2001,F,11,-0.30671745723070515,incidence
2002,F,11,-0.3056761042739117,incidence
2003,F,11,-0.3047115128273105,incidence
2004,F,11,-0.30383872414404905,incidence
2005,F,11,-0.3030717264594295,incidence
2006,F,11,-0.30242317991016643,incidence
2007,F,11,-0.3019039689103695,incidence
2008,F,11,-0.301523042447059,incidence
2009,F,11,-0.3012871637765191,incidence
2010,F,11,-0.30120069903328395,incidence
2011,F,11,-0.3012655542382296,incidence
2012,F,11,-0.30148108904839,incidence
2013,F,11,-0.3018441867564383,incidence
2014,F,11,-0.30234928328434196,incidence
2015,F,11,-0.3029884884324303,incidence
2016,F,11,-0.30375185423908796,incidence
2017,F,11,-0.30462761072363453,incidence
2018,F,11,-0.30560238862743283,incidence
2019,F,11,-0.306661629993221,incidence
2020,F,11,-0.30778997681219833,incidence
2021,F,11,-0.3089714760284828,incidence
2022,F,11,-0.310190150775174,incidence
2023,F,11,-0.31143024660835605,incidence
2024,F,11,-0.31267661871928737,incidence
2025,F,11,-0.3139150071085589,incidence
2026,F,11,-0.3151126760398743,incidence
2000,M,11,0,incidence
2001,M,11,-0.29730131421448497,incidence
2002,M,11,-0.2954983721130329,incidence
2003,M,11,-0.29382105834467387,incidence
2004,M,11,-0.2922989726532096,incidence
2005,M,11,-0.2909596855508066,incidence
2006,M,11,-0.2898279540764838,incidence
2007,M,11,-0.28892510421622436,incidence
2008,M,11,-0.2882683408786157,incidence
2009,M,11,-0.2878704408403227,incidence
2010,M,11,-0.2877392884449815,incidence
2011,M,11,-0.2878777660420056,incidence
2012,M,11,-0.2882836302447161,incidence
2013,M,11,-0.28894959257630165,incidence
2014,M,11,-0.289863493928766,incidence
2015,M,11,-0.2910086229101633,incidence
2016,M,11,-0.29236416013683725,incidence
2017,M,11,-0.2939057236451865,incidence
2018,M,11,-0.2956060567724557,incidence
2019,M,11,-0.29743575583952264,incidence
2020,M,11,-0.29936410525688606,incidence
2021,M,11,-0.3013599246687041,incidence
2022,M,11,-0.30339241820009805,incidence
2023,M,11,-0.3054319855357046,incidence
2024,M,11,-0.3074509506333386,incidence
2025,M,11,-0.3094242118016632,incidence
2026,M,11,-0.3113139952923654,incidence
2000,F,12,0,incidence
2001,F,12,-0.30680527107435135,incidence
2002,F,12,-0.30564996358208385,incidence
2003,F,12,-0.3045636573529314,incidence
2004,F,12,-0.30356305206347517,incidence
2005,F,12,-0.3026640109720477,incidence
2006,F,12,-0.30188118795014884,incidence
2007,F,12,-0.3012276395915659,incidence
2008,F,12,-0.3007145136226929,incidence
2009,F,12,-0.30035074615202845,incidence
2010,F,12,-0.3001428517059276,incidence
2011,F,12,-0.3000947590106206,incidence
2012,F,12,-0.3002076913092522,incidence
2013,F,12,-0.3004801617329518,incidence
2014,F,12,-0.30090798838112687,incidence
2015,F,12,-0.30148440056069326,incidence
2016,F,12,-0.3022002885222125,incidence
2017,F,12,-0.303044260600105,incidence
2018,F,12,-0.30400310707386413,incidence
2019,F,12,-0.3050620591505772,incidence
2020,F,12,-0.30620514911457847,incidence
2021,F,12,-0.30741563035774055,incidence
2022,F,12,-0.3086763781028786,incidence
2023,F,12,-0.30997030836446243,incidence
2024,F,12,-0.31128071123094253,incidence
2025,F,12,-0.3125916795640061,incidence
2026,F,12,-0.313870416652648,incidence
2000,M,12,0,incidence
2001,M,12,-0.2989812454661857,incidence
2002,M,12,-0.29700020736207194,incidence
2003,M,12,-0.29511716273123695,incidence
2004,M,12,-0.2933651271836722,incidence
2005,M,12,-0.2917758609952277,incidence
2006,M,12,-0.29037891406770633,incidence
2007,M,12,-0.2892008038692431,incidence
2008,M,12,-0.2882642681183157,incidence
2009,M,12,-0.28758763297140155,incidence
2010,M,12,-0.28718433668087195,incidence
2011,M,12,-0.28706255178986273,incidence
2012,M,12,-0.2872249911641764,incidence
2013,M,12,-0.28766881046792364,incidence
2014,M,12,-0.2883857458959334,incidence
2015,M,12,-0.28936222762651653,incidence
2016,M,12,-0.29057982588347064,incidence
2017,M,12,-0.2920157125895724,incidence
2018,M,12,-0.2936432950297093,incidence
2019,M,12,-0.29543295249093593,incidence
2020,M,12,-0.29735290380132223,incidence
2021,M,12,-0.29937007994793335,incidence
2022,M,12,-0.30145110194318303,incidence
2023,M,12,-0.3035631911425568,incidence
2024,M,12,-0.3056750715502337,incidence
2025,M,12,-0.30775774064462624,incidence
2026,M,12,-0.30977169089012957,incidence
2000,F,13,0,incidence
2001,F,13,-0.30707242217667735,incidence
2002,F,13,-0.30583598872595563,incidence
2003,F,13,-0.30465946565843915,incidence
2004,F,13,-0.3035605224499549,incidence
2005,F,13,-0.3025562409936569,incidence
2006,F,13,-0.30166269326413747,incidence
2007,F,13,-0.3008945446714588,incidence
2008,F,13,-0.3002646764969604,incidence
2009,F,13,-0.299783900280617,incidence
2010,F,13,-0.29946059076272086,incidence
2011,F,13,-0.29930060622980637,incidence
2012,F,13,-0.2993070080559734,incidence
2013,F,13,-0.299480076869592,incidence
2014,F,13,-0.29981728826990717,incidence
2015,F,13,-0.300313326228606,incidence
2016,F,13,-0.30096027177542606,incidence
2017,F,13,-0.301747805428974,incidence
2018,F,13,-0.3026634078634046,incidence
2019,F,13,-0.3036927295034529,incidence
2020,F,13,-0.3048199904438743,incidence
2021,F,13,-0.30602824001517104,incidence
2022,F,13,-0.3072999113593798,incidence
2023,F,13,-0.30861718566964375,incidence
2024,F,13,-0.3099624111486191,incidence
2025,F,13,-0.3113185026157439,incidence
2026,F,13,-0.31265256292152194,incidence
2000,M,13,0,incidence
2001,M,13,-0.3009207698591879,incidence
2002,M,13,-0.2988323438912607,incidence
2003,M,13,-0.29681122105746227,incidence
2004,M,13,-0.2948921179005467,incidence
2005,M,13,-0.2931093320263704,incidence
2006,M,13,-0.2914957852015029,incidence
2007,M,13,-0.2900820053586432,incidence
2008,M,13,-0.28889534370795744,incidence
2009,M,13,-0.28795906218535555,incidence
2010,M,13,-0.28729179205141947,incidence
2011,M,13,-0.28690698680350024,incidence
2012,M,13,-0.2868125592381143,incidence
2013,M,13,-0.28701067662751734,incidence
2014,M,13,-0.2874977122614659,incidence
2015,M,13,-0.2882643232675142,incidence
2016,M,13,-0.2892957060308563,incidence
2017,M,13,-0.29057200213524775,incidence
2018,M,13,-0.2920688305567874,incidence
2019,M,13,-0.29375797854051916,incidence
2020,M,13,-0.29560820588135717,incidence
2021,M,13,-0.2975861654152246,incidence
2022,M,13,-0.29965733651511367,incidence
2023,M,13,-0.301787067594878,incidence
2024,M,13,-0.3039415469866626,incidence
2025,M,13,-0.3060887162239237,incidence
2026,M,13,-0.3081872599224922,incidence
2000,F,14,0,incidence
2001,F,14,-0.30748385897636177,incidence
2002,F,14,-0.30619638068135907,incidence
2003,F,14,-0.3049592386840595,incidence
2004,F,14,-0.30379049879000947,incidence
2005,F,14,-0.30270779348227994,incidence
2006,F,14,-0.30172802940096005,incidence
2007,F,14,-0.30086691420816897,incidence
2008,F,14,-0.3001385823581286,incidence
2009,F,14,-0.2995552272743743,incidence
2010,F,14,-0.2991268130113223,incidence
2011,F,14,-0.2988608184994893,incidence
2012,F,14,-0.29876205002655937,incidence
2013,F,14,-0.2988325258807053,incidence
2014,F,14,-0.29907142406060644,incidence
2015,F,14,-0.29947508581855975,incidence
2016,F,14,-0.3000371477168904,incidence
2017,F,14,-0.30074865209160556,incidence
2018,F,14,-0.30159830860332026,incidence
2019,F,14,-0.3025727598245863,incidence
2020,F,14,-0.30365691827453095,incidence
2021,F,14,-0.30483434931491876,incidence
2022,F,14,-0.30608765348145495,incidence
2023,F,14,-0.30739892386670437,incidence
2024,F,14,-0.30875014594146194,incidence
2025,F,14,-0.31012362953677397,incidence
2026,F,14,-0.3114864880018434,incidence
2000,M,14,0,incidence
2001,M,14,-0.3029872124292558,incidence
2002,M,14,-0.3008555298138852,incidence
2003,M,14,-0.2987605478623811,incidence
2004,M,14,-0.2967369554160499,incidence
2005,M,14,-0.2948199483174811,incidence
2006,M,14,-0.2930441952989272,incidence
2007,M,14,-0.2914428503346039,incidence
2008,M,14,-0.2900465486009667,incidence
2009,M,14,-0.2888825324228511,incidence
2010,M,14,-0.2879738596296743,incidence
2011,M,14,-0.2873387741731987,incidence
2012,M,14,-0.28699017751908096,incidence
2013,M,14,-0.28693530247743665,incidence
2014,M,14,-0.28717551237505423,incidence
2015,M,14,-0.2877062677605453,incidence
2016,M,14,-0.2885172357447996,incidence
2017,M,14,-0.28959258320693504,incidence
2018,M,14,-0.29091140025326495,incidence
2019,M,14,-0.29244827818533226,incidence
2020,M,14,-0.2941740295810436,incidence
2021,M,14,-0.29605655280289017,incidence
2022,M,14,-0.29806174847966305,incidence
2023,M,14,-0.30015452193199277,incidence
2024,M,14,-0.3022998277475726,incidence
2025,M,14,-0.30446367443003314,incidence
2026,M,14,-0.3066034156190951,incidence
2000,F,15,0,incidence
2001,F,15,-0.3080029228619907,incidence
2002,F,15,-0.3066904864639875,incidence
2003,F,15,-0.30541905072153613,incidence
2004,F,15,-0.3042064611930053,incidence
2005,F,15,-0.30307043178681997,incidence
2006,F,15,-0.302028129311208,incidence
2007,F,15,-0.30109577830074324,incidence
2008,F,15,-0.30028825110794594,incidence
2009,F,15,-0.2996187043365112,incidence
2010,F,15,-0.29909826271928,incidence
2011,F,15,-0.29873574275108106,incidence
2012,F,15,-0.2985374299761133,incidence
2013,F,15,-0.2985069406458761,incidence
2014,F,15,-0.2986451061307784,incidence
2015,F,15,-0.2989499762995913,incidence
2016,F,15,-0.2994168712396574,incidence
2017,F,15,-0.3000384580960812,incidence
2018,F,15,-0.30080498932394556,incidence
2019,F,15,-0.30170448010643763,incidence
2020,F,15,-0.30272306625182593,incidence
2021,F,15,-0.3038452779792994,incidence
2022,F,15,-0.30505449437650817,incidence
2023,F,15,-0.30633326952504636,incidence
2024,F,15,-0.30766380081860606,incidence
2025,F,15,-0.309028336903611,incidence
2026,F,15,-0.31039426096705236,incidence
2000,M,15,0,incidence
2001,M,15,-0.30507093441102534,incidence
2002,M,15,-0.3029498851562632,incidence
2003,M,15,-0.3008373497502332,incidence
2004,M,15,-0.2987665912132168,incidence
2005,M,15,-0.2967721489643035,incidence
2006,M,15,-0.2948889502789796,incidence
2007,M,15,-0.2931512286869224,incidence
2008,M,15,-0.2915915610685053,incidence
2009,M,15,-0.2902398934524745,incidence
2010,M,15,-0.2891226662415267,incidence
2011,M,15,-0.28826206337049914,incidence
2012,M,15,-0.28767538571461093,incidence
2013,M,15,-0.2873745730726054,incidence
2014,M,15,-0.2873658908404374,incidence
2015,M,15,-0.2876497586702176,incidence
2016,M,15,-0.2882207150993543,incidence
2017,M,15,-0.2890676053324534,incidence
2018,M,15,-0.29017384603266483,incidence
2019,M,15,-0.2915179224950046,incidence
2020,M,15,-0.2930739245400164,incidence
2021,M,15,-0.2948123524125624,incidence
2022,M,15,-0.29670093664083214,incidence
2023,M,15,-0.2987056225722438,incidence
2024,M,15,-0.300791512464237,incidence
2025,M,15,-0.3029239300475151,incidence
2026,M,15,-0.305059763550195,incidence
2000,F,16,0,incidence
2001,F,16,-0.3085946268792825,incidence
2002,F,16,-0.3072788290616346,incidence
2003,F,16,-0.30599531162306276,incidence
2004,F,16,-0.30476133664844635,incidence
2005,F,16,-0.3035942230710512,incidence
2006,F,16,-0.3025109693826797,incidence
2007,F,16,-0.3015278568049569,incidence
2008,F,16,-0.30066003085106496,incidence
2009,F,16,-0.29992118602914547,incidence
2010,F,16,-0.2993232132408142,incidence
2011,F,16,-0.29887592627471665,incidence
2012,F,16,-0.2985867919566368,incidence
2013,F,16,-0.2984607960802467,incidence
2014,F,16,-0.29850028253198535,incidence
2015,F,16,-0.2987049361384648,incidence
2016,F,16,-0.2990717616671266,incidence
2017,F,16,-0.2995951661837528,incidence
2018,F,16,-0.30026709259032763,incidence
2019,F,16,-0.3010771953609752,incidence
2020,F,16,-0.3020131632339876,incidence
2021,F,16,-0.30306088847539064,incidence
2022,F,16,-0.3042049190629904,incidence
2023,F,16,-0.3054287829076599,incidence
2024,F,16,-0.3067153843691345,incidence
2025,F,16,-0.3080473881294388,incidence
2026,F,16,-0.30939274690948654,incidence
2000,M,16,0,incidence
2001,M,16,-0.30708911229575725,incidence
2002,M,16,-0.3050207710679724,incidence
2003,M,16,-0.3029367059978255,incidence
2004,M,16,-0.3008676603715632,incidence
2005,M,16,-0.29884637944961623,incidence
2006,M,16,-0.29690664774414793,incidence
2007,M,16,-0.29508245544144746,incidence
2008,M,16,-0.29340692156178444,incidence
2009,M,16,-0.29191138494106206,incidence
2010,M,16,-0.2906244604256606,incidence
2011,M,16,-0.2895712383198829,incidence
2012,M,16,-0.2887725220499954,incidence
2013,M,16,-0.28824429684502806,incidence
2014,M,16,-0.2879972659041928,incidence
2015,M,16,-0.28803656668068367,incidence
2016,M,16,-0.2883616333755829,incidence
2017,M,16,-0.28896621153885643,incidence
2018,M,16,-0.2898385269666889,incidence
2019,M,16,-0.29096160035220325,incidence
2020,M,16,-0.29231372089705177,incidence
2021,M,16,-0.29386904711547274,incidence
2022,M,16,-0.29559835204125473,incidence
2023,M,16,-0.29746986776700135,incidence
2024,M,16,-0.2994502004715751,incidence
2025,M,16,-0.30150538333204274,incidence
2026,M,16,-0.3035927362582585,incidence
2000,F,17,0,incidence
2001,F,17,-0.309227808495057,incidence
2002,F,17,-0.30792564062631755,incidence
2003,F,17,-0.3066479279309902,incidence
2004,F,17,-0.3054110673024841,incidence
2005,F,17,-0.30423167718846195,incidence
2006,F,17,-0.3031262110715115,incidence
2007,F,17,-0.3021106342288924,incidence
2008,F,17,-0.30120000961641463,incidence
2009,F,17,-0.3004081843390896,incidence
2010,F,17,-0.2997474468512707,incidence
2011,F,17,-0.29922825498281325,incidence
2012,F,17,-0.2988589692438608,incidence
2013,F,17,-0.29864566898174627,incidence
2014,F,17,-0.2985920093688723,incidence
2015,F,17,-0.29869913985380453,incidence
2016,F,17,-0.298965672623288,incidence
2017,F,17,-0.2993877122998605,incidence
2018,F,17,-0.2999589419847331,incidence
2019,F,17,-0.30067078901482297,incidence
2020,F,17,-0.30151262746881224,incidence
2021,F,17,-0.3024719874604454,incidence
2022,F,17,-0.3035349116740875,incidence
2023,F,17,-0.30468621482415603,incidence
2024,F,17,-0.30590990155774683,incidence
2025,F,17,-0.30718948411508284,incidence
2026,F,17,-0.3084937416349115,incidence
2000,M,17,0,incidence
2001,M,17,-0.3089848081688592,incidence
2002,M,17,-0.3069995089760611,incidence
